gene_id	n_exons
ENSG00000185610.6	4
ENSG00000185638.9	1
ENSG00000185652.12	5
ENSG00000185662.10	8
ENSG00000185666.15	14
ENSG00000185668.8	1
ENSG00000185670.9	2
ENSG00000185700.10	3
ENSG00000185701.7	1
ENSG00000185736.16	10
ENSG00000185737.13	12
ENSG00000185739.13	7
ENSG00000185742.7	2
ENSG00000185758.9	1
ENSG00000185761.11	12
ENSG00000185775.10	4
ENSG00000185811.19	8
ENSG00000185821.3	1
ENSG00000185847.8	3
ENSG00000185860.13	5
ENSG00000185863.8	4
ENSG00000185873.8	10
ENSG00000185888.5	5
ENSG00000185894.8	9
ENSG00000185897.7	2
ENSG00000185904.12	5
ENSG00000185905.4	2
ENSG00000185924.7	2
ENSG00000185926.1	1
ENSG00000185933.7	2
ENSG00000185940.10	1
ENSG00000185960.14	6
ENSG00000185960.14_PAR_Y	6
ENSG00000185962.1	1
ENSG00000185966.4	2
ENSG00000185974.7	7
ENSG00000185982.7	2
ENSG00000185985.11	5
ENSG00000185988.15	16
ENSG00000186007.10	6
ENSG00000186009.5	7
ENSG00000186038.9	9
ENSG00000186049.8	9
ENSG00000186051.7	1
ENSG00000186056.10	5
ENSG00000186075.13	8
ENSG00000186081.12	9
ENSG00000186082.9	1
ENSG00000186086.18	16
ENSG00000186090.11	8
ENSG00000186094.17	14
ENSG00000186103.5	5
ENSG00000186113.1	1
ENSG00000186115.13	13
ENSG00000186119.9	1
ENSG00000186124.4	2
ENSG00000186136.1	1
ENSG00000186143.11	4
ENSG00000186146.1	2
ENSG00000186150.5	1
ENSG00000186152.6	7
ENSG00000186160.5	12
ENSG00000186163.9	4
ENSG00000186190.7	15
ENSG00000186191.9	18
ENSG00000186207.5	2
ENSG00000186212.4	1
ENSG00000186226.9	2
ENSG00000186265.10	5
ENSG00000186268.4	1
ENSG00000186281.12	23
ENSG00000186288.5	1
ENSG00000186300.12	4
ENSG00000186306.1	1
ENSG00000186328.4	1
ENSG00000186334.10	11
ENSG00000186335.9	10
ENSG00000186340.17	23
ENSG00000186367.7	3
ENSG00000186369.10	4
ENSG00000186377.8	12
ENSG00000186393.5	8
ENSG00000186399.10	19
ENSG00000186407.7	4
ENSG00000186417.14	10
ENSG00000186431.19	6
ENSG00000186439.14	41
ENSG00000186440.3	3
ENSG00000186442.7	9
ENSG00000186446.12	3
ENSG00000186452.11	5
ENSG00000186458.5	2
ENSG00000186466.5	7
ENSG00000186472.20	25
ENSG00000186474.16	7
ENSG00000186479.5	6
ENSG00000186487.20	26
ENSG00000186493.14	4
ENSG00000186496.12	5
ENSG00000186508.4	1
ENSG00000186509.4	3
ENSG00000186510.12	24
ENSG00000186513.4	2
ENSG00000186517.14	13
ENSG00000186526.13	13
ENSG00000186543.7	5
ENSG00000186562.8	3
ENSG00000186564.6	1
ENSG00000186572.2	2
ENSG00000186579.3	2
ENSG00000186599.8	3
ENSG00000186652.10	6
ENSG00000186675.7	1
ENSG00000186678.7	3
ENSG00000186684.14	9
ENSG00000186723.4	4
ENSG00000186732.14	7
ENSG00000186766.8	2
ENSG00000186777.12	4
ENSG00000186788.14	4
ENSG00000186790.6	1
ENSG00000186795.1	3
ENSG00000186803.3	1
ENSG00000186810.8	2
ENSG00000186818.12	14
ENSG00000186825.6	3
ENSG00000186827.11	7
ENSG00000186831.11	8
ENSG00000186832.9	8
ENSG00000186838.13	7
ENSG00000186844.6	1
ENSG00000186847.6	8
ENSG00000186860.5	1
ENSG00000186867.11	7
ENSG00000186881.3	1
ENSG00000186886.8	2
ENSG00000186891.14	5
ENSG00000186895.4	3
ENSG00000186910.4	5
ENSG00000186912.7	1
ENSG00000186924.3	1
ENSG00000186925.6	1
ENSG00000186930.4	1
ENSG00000186943.1	1
ENSG00000186960.13	4
ENSG00000186965.5	1
ENSG00000186967.7	1
ENSG00000186970.4	1
ENSG00000186971.3	1
ENSG00000186973.11	4
ENSG00000186977.3	1
ENSG00000186980.7	1
ENSG00000186998.16	15
ENSG00000187003.7	1
ENSG00000187005.5	1
ENSG00000187012.11	5
ENSG00000187021.15	13
ENSG00000187026.3	1
ENSG00000187033.9	9
ENSG00000187048.13	13
ENSG00000187068.3	2
ENSG00000187080.10	1
ENSG00000187082.2	2
ENSG00000187094.12	5
ENSG00000187103.3	1
ENSG00000187116.14	7
ENSG00000187123.15	8
ENSG00000187135.7	5
ENSG00000187166.1	1
ENSG00000187170.6	2
ENSG00000187172.15	15
ENSG00000187173.4	2
ENSG00000187180.3	2
ENSG00000187191.15	19
ENSG00000187223.4	2
ENSG00000187238.5	1
ENSG00000187268.12	8
ENSG00000187272.7	1
ENSG00000187323.12	29
ENSG00000187391.22	23
ENSG00000187398.12	12
ENSG00000187472.4	1
ENSG00000187474.5	2
ENSG00000187481.2	3
ENSG00000187483.10	5
ENSG00000187492.9	19
ENSG00000187504.6	1
ENSG00000187527.11	30
ENSG00000187533.14	11
ENSG00000187537.13	12
ENSG00000187545.5	4
ENSG00000187554.14	6
ENSG00000187556.8	3
ENSG00000187559.6	1
ENSG00000187569.3	4
ENSG00000187581.3	2
ENSG00000187589.8	1
ENSG00000187612.1	1
ENSG00000187616.5	5
ENSG00000187621.15	9
ENSG00000187657.6	6
ENSG00000187658.7	3
ENSG00000187664.9	5
ENSG00000187672.14	19
ENSG00000187682.2	2
ENSG00000187686.4	2
ENSG00000187688.15	15
ENSG00000187689.10	9
ENSG00000187690.4	1
ENSG00000187701.5	3
ENSG00000187714.7	1
ENSG00000187721.8	4
ENSG00000187730.9	10
ENSG00000187733.7	12
ENSG00000187753.13	5
ENSG00000187754.9	8
ENSG00000187773.9	4
ENSG00000187791.13	5
ENSG00000187792.5	2
ENSG00000187801.15	6
ENSG00000187808.5	1
ENSG00000187812.12	18
ENSG00000187821.8	4
ENSG00000187823.3	1
ENSG00000187833.7	3
ENSG00000187847.4	2
ENSG00000187857.5	4
ENSG00000187862.13	11
ENSG00000187870.7	8
ENSG00000187871.2	9
ENSG00000187889.13	20
ENSG00000187893.10	9
ENSG00000187900.4	1
ENSG00000187902.13	5
ENSG00000187905.10	11
ENSG00000187912.12	14
ENSG00000187922.14	6
ENSG00000187944.5	3
ENSG00000187950.8	28
ENSG00000187952.9	1
ENSG00000187955.12	48
ENSG00000187969.6	1
ENSG00000187979.4	9
ENSG00000187980.7	5
ENSG00000187984.13	8
ENSG00000187987.9	4
ENSG00000187988.5	1
ENSG00000187997.11	5
ENSG00000188000.6	3
ENSG00000188001.10	11
ENSG00000188004.11	7
ENSG00000188011.5	3
ENSG00000188029.8	5
ENSG00000188032.10	6
ENSG00000188037.13	23
ENSG00000188039.16	21
ENSG00000188050.3	1
ENSG00000188051.7	3
ENSG00000188056.12	6
ENSG00000188078.5	2
ENSG00000188086.15	6
ENSG00000188089.13	20
ENSG00000188095.6	3
ENSG00000188101.5	13
ENSG00000188120.16	28
ENSG00000188124.4	2
ENSG00000188133.6	2
ENSG00000188162.12	56
ENSG00000188171.16	5
ENSG00000188175.10	11
ENSG00000188176.12	8
ENSG00000188177.14	12
ENSG00000188257.12	6
ENSG00000188263.10	15
ENSG00000188280.11	8
ENSG00000188282.12	14
ENSG00000188306.6	5
ENSG00000188314.3	1
ENSG00000188322.8	4
ENSG00000188324.4	2
ENSG00000188334.3	6
ENSG00000188338.15	16
ENSG00000188340.3	2
ENSG00000188373.5	3
ENSG00000188375.5	1
ENSG00000188379.7	1
ENSG00000188383.8	5
ENSG00000188386.8	2
ENSG00000188388.10	9
ENSG00000188389.11	5
ENSG00000188393.9	5
ENSG00000188399.5	5
ENSG00000188403.7	2
ENSG00000188408.5	2
ENSG00000188438.4	2
ENSG00000188439.3	1
ENSG00000188459.4	1
ENSG00000188460.4	1
ENSG00000188487.12	13
ENSG00000188488.14	7
ENSG00000188511.12	5
ENSG00000188512.6	1
ENSG00000188517.16	39
ENSG00000188523.9	7
ENSG00000188525.4	3
ENSG00000188536.13	3
ENSG00000188558.7	2
ENSG00000188573.8	1
ENSG00000188581.9	1
ENSG00000188596.11	68
ENSG00000188620.11	2
ENSG00000188626.6	19
ENSG00000188646.6	1
ENSG00000188655.10	5
ENSG00000188656.8	6
ENSG00000188668.4	1
ENSG00000188674.11	9
ENSG00000188676.13	11
ENSG00000188681.11	6
ENSG00000188691.5	2
ENSG00000188694.6	1
ENSG00000188707.6	3
ENSG00000188710.3	3
ENSG00000188712.4	1
ENSG00000188716.6	4
ENSG00000188729.7	5
ENSG00000188730.5	4
ENSG00000188732.11	8
ENSG00000188738.15	23
ENSG00000188755.10	14
ENSG00000188763.5	1
ENSG00000188765.7	1
ENSG00000188770.10	8
ENSG00000188778.6	2
ENSG00000188779.12	15
ENSG00000188782.9	10
ENSG00000188783.6	3
ENSG00000188784.4	4
ENSG00000188800.6	3
ENSG00000188803.15	6
ENSG00000188816.4	2
ENSG00000188817.8	5
ENSG00000188822.8	2
ENSG00000188848.16	6
ENSG00000188850.9	3
ENSG00000188868.14	5
ENSG00000188869.13	22
ENSG00000188873.4	1
ENSG00000188877.12	14
ENSG00000188886.4	9
ENSG00000188909.5	3
ENSG00000188937.6	3
ENSG00000188984.12	4
ENSG00000188991.3	9
ENSG00000188992.12	11
ENSG00000188993.4	5
ENSG00000189001.11	5
ENSG00000189002.10	14
ENSG00000189013.14	8
ENSG00000189023.10	3
ENSG00000189030.10	1
ENSG00000189037.8	1
ENSG00000189051.5	3
ENSG00000189064.8	5
ENSG00000189068.11	9
ENSG00000189090.8	3
ENSG00000189127.8	6
ENSG00000189129.14	4
ENSG00000189132.6	1
ENSG00000189134.4	1
ENSG00000189139.6	1
ENSG00000189145.7	1
ENSG00000189166.6	11
ENSG00000189181.5	1
ENSG00000189182.10	10
ENSG00000189184.12	5
ENSG00000189186.10	7
ENSG00000189195.15	18
ENSG00000189229.11	9
ENSG00000189238.6	5
ENSG00000189252.4	2
ENSG00000189253.7	6
ENSG00000189275.4	6
ENSG00000189283.10	10
ENSG00000189292.16	6
ENSG00000189295.13	9
ENSG00000189298.14	7
ENSG00000189299.7	1
ENSG00000189325.7	12
ENSG00000189326.4	3
ENSG00000189332.5	3
ENSG00000189334.9	5
ENSG00000189348.6	4
ENSG00000189350.13	20
ENSG00000189357.9	4
ENSG00000189398.5	1
ENSG00000189401.3	1
ENSG00000189419.8	2
ENSG00000189420.9	6
ENSG00000189430.13	8
ENSG00000195024.2	1
ENSG00000196071.5	3
ENSG00000196085.5	1
ENSG00000196090.12	32
ENSG00000196091.15	32
ENSG00000196098.2	1
ENSG00000196099.5	1
ENSG00000196104.11	12
ENSG00000196109.9	4
ENSG00000196114.3	1
ENSG00000196115.13	16
ENSG00000196119.8	3
ENSG00000196126.11	6
ENSG00000196131.6	2
ENSG00000196132.14	25
ENSG00000196136.18	5
ENSG00000196143.4	1
ENSG00000196156.5	1
ENSG00000196166.5	4
ENSG00000196169.15	20
ENSG00000196171.3	1
ENSG00000196183.5	1
ENSG00000196184.10	2
ENSG00000196188.12	9
ENSG00000196189.13	16
ENSG00000196224.7	1
ENSG00000196240.6	4
ENSG00000196242.10	4
ENSG00000196243.5	5
ENSG00000196248.6	1
ENSG00000196260.5	6
ENSG00000196263.8	5
ENSG00000196266.6	1
ENSG00000196273.8	5
ENSG00000196277.16	13
ENSG00000196289.7	1
ENSG00000196301.3	2
ENSG00000196302.5	4
ENSG00000196329.12	4
ENSG00000196335.13	24
ENSG00000196341.3	4
ENSG00000196344.12	10
ENSG00000196350.9	4
ENSG00000196358.11	8
ENSG00000196364.9	4
ENSG00000196383.6	3
ENSG00000196390.6	1
ENSG00000196391.11	5
ENSG00000196395.7	3
ENSG00000196403.4	1
ENSG00000196406.4	2
ENSG00000196407.12	6
ENSG00000196415.10	5
ENSG00000196421.9	4
ENSG00000196427.14	16
ENSG00000196431.4	6
ENSG00000196433.13	9
ENSG00000196433.13_PAR_Y	9
ENSG00000196440.11	16
ENSG00000196460.14	15
ENSG00000196468.8	3
ENSG00000196475.6	1
ENSG00000196482.18	9
ENSG00000196503.5	4
ENSG00000196511.14	12
ENSG00000196534.5	2
ENSG00000196539.3	1
ENSG00000196542.8	4
ENSG00000196549.13	24
ENSG00000196564.4	1
ENSG00000196570.3	1
ENSG00000196578.4	1
ENSG00000196581.11	6
ENSG00000196589.7	3
ENSG00000196593.9	5
ENSG00000196600.12	11
ENSG00000196604.13	17
ENSG00000196611.6	10
ENSG00000196628.20	21
ENSG00000196632.10	24
ENSG00000196660.11	9
ENSG00000196664.5	3
ENSG00000196705.8	6
ENSG00000196711.9	5
ENSG00000196734.9	1
ENSG00000196735.13	6
ENSG00000196748.10	4
ENSG00000196757.8	4
ENSG00000196758.3	2
ENSG00000196767.9	1
ENSG00000196772.5	3
ENSG00000196778.4	2
ENSG00000196805.7	1
ENSG00000196832.5	2
ENSG00000196834.13	15
ENSG00000196872.12	10
ENSG00000196890.4	1
ENSG00000196900.5	3
ENSG00000196911.11	15
ENSG00000196917.6	1
ENSG00000196932.12	7
ENSG00000196944.5	1
ENSG00000196970.8	18
ENSG00000196972.9	2
ENSG00000196979.1	2
ENSG00000196990.9	3
ENSG00000197008.10	5
ENSG00000197023.6	1
ENSG00000197038.6	10
ENSG00000197044.11	5
ENSG00000197046.12	6
ENSG00000197054.12	4
ENSG00000197057.10	10
ENSG00000197067.6	2
ENSG00000197079.8	8
ENSG00000197083.11	5
ENSG00000197084.6	3
ENSG00000197092.5	9
ENSG00000197093.11	4
ENSG00000197110.9	6
ENSG00000197123.9	5
ENSG00000197124.12	6
ENSG00000197125.3	3
ENSG00000197134.13	5
ENSG00000197140.15	25
ENSG00000197161.7	2
ENSG00000197171.6	3
ENSG00000197176.7	4
ENSG00000197177.16	7
ENSG00000197185.7	5
ENSG00000197191.6	2
ENSG00000197213.10	5
ENSG00000197241.4	12
ENSG00000197245.6	2
ENSG00000197249.14	7
ENSG00000197253.13	8
ENSG00000197254.4	4
ENSG00000197291.9	5
ENSG00000197308.9	3
ENSG00000197309.4	2
ENSG00000197320.5	1
ENSG00000197322.4	3
ENSG00000197353.4	3
ENSG00000197358.9	1
ENSG00000197360.9	4
ENSG00000197364.7	3
ENSG00000197376.3	2
ENSG00000197403.5	2
ENSG00000197408.10	10
ENSG00000197410.14	25
ENSG00000197428.3	2
ENSG00000197430.11	6
ENSG00000197437.5	2
ENSG00000197444.10	23
ENSG00000197446.9	10
ENSG00000197454.2	2
ENSG00000197462.3	5
ENSG00000197468.5	1
ENSG00000197475.11	22
ENSG00000197476.3	1
ENSG00000197487.9	6
ENSG00000197497.11	5
ENSG00000197503.4	4
ENSG00000197506.8	18
ENSG00000197520.10	6
ENSG00000197532.3	2
ENSG00000197540.8	5
ENSG00000197549.9	7
ENSG00000197550.3	5
ENSG00000197561.7	6
ENSG00000197575.6	1
ENSG00000197582.5	1
ENSG00000197587.11	6
ENSG00000197588.9	5
ENSG00000197591.3	1
ENSG00000197595.4	3
ENSG00000197599.12	17
ENSG00000197616.13	39
ENSG00000197617.9	1
ENSG00000197627.3	2
ENSG00000197632.9	9
ENSG00000197635.11	27
ENSG00000197641.12	9
ENSG00000197644.2	2
ENSG00000197647.12	6
ENSG00000197651.4	4
ENSG00000197658.9	10
ENSG00000197674.7	2
ENSG00000197683.5	1
ENSG00000197692.5	1
ENSG00000197706.4	1
ENSG00000197721.17	13
ENSG00000197745.3	3
ENSG00000197768.10	6
ENSG00000197769.6	4
ENSG00000197786.3	1
ENSG00000197790.1	1
ENSG00000197794.2	1
ENSG00000197838.5	9
ENSG00000197847.12	11
ENSG00000197849.7	3
ENSG00000197857.15	12
ENSG00000197859.11	19
ENSG00000197866.3	1
ENSG00000197870.12	5
ENSG00000197872.11	13
ENSG00000197880.9	7
ENSG00000197887.5	1
ENSG00000197891.12	10
ENSG00000197901.12	10
ENSG00000197915.7	3
ENSG00000197921.6	3
ENSG00000197928.11	5
ENSG00000197934.8	4
ENSG00000197935.7	7
ENSG00000197937.13	5
ENSG00000197938.6	1
ENSG00000197980.13	14
ENSG00000197984.4	2
ENSG00000197990.6	3
ENSG00000197991.11	5
ENSG00000197992.7	9
ENSG00000197993.9	19
ENSG00000198022.6	15
ENSG00000198028.4	10
ENSG00000198033.12	6
ENSG00000198046.12	7
ENSG00000198049.7	2
ENSG00000198054.12	4
ENSG00000198062.15	12
ENSG00000198075.10	7
ENSG00000198083.9	1
ENSG00000198090.3	1
ENSG00000198093.11	6
ENSG00000198104.4	3
ENSG00000198108.4	3
ENSG00000198128.4	3
ENSG00000198153.8	1
ENSG00000198155.5	3
ENSG00000198173.5	1
ENSG00000198178.11	7
ENSG00000198183.12	9
ENSG00000198185.11	6
ENSG00000198205.7	1
ENSG00000198208.12	12
ENSG00000198216.12	48
ENSG00000198217.4	2
ENSG00000198261.3	1
ENSG00000198271.5	1
ENSG00000198277.6	4
ENSG00000198283.3	1
ENSG00000198284.9	6
ENSG00000198312.4	6
ENSG00000198326.10	2
ENSG00000198336.9	8
ENSG00000198342.10	6
ENSG00000198354.7	1
ENSG00000198358.4	6
ENSG00000198367.3	1
ENSG00000198390.5	1
ENSG00000198398.3	5
ENSG00000198414.5	1
ENSG00000198429.10	5
ENSG00000198443.7	2
ENSG00000198445.4	1
ENSG00000198452.8	2
ENSG00000198454.2	4
ENSG00000198482.14	5
ENSG00000198483.13	14
ENSG00000198488.10	3
ENSG00000198491.3	5
ENSG00000198502.6	6
ENSG00000198526.7	1
ENSG00000198535.5	2
ENSG00000198542.14	13
ENSG00000198555.7	15
ENSG00000198569.10	13
ENSG00000198570.7	3
ENSG00000198574.6	4
ENSG00000198576.4	3
ENSG00000198590.12	7
ENSG00000198597.9	6
ENSG00000198601.4	3
ENSG00000198626.17	105
ENSG00000198633.11	5
ENSG00000198643.7	10
ENSG00000198670.12	39
ENSG00000198671.3	3
ENSG00000198674.3	1
ENSG00000198678.5	2
ENSG00000198681.7	3
ENSG00000198685.4	3
ENSG00000198703.2	1
ENSG00000198704.9	5
ENSG00000198729.5	4
ENSG00000198734.12	25
ENSG00000198756.12	12
ENSG00000198759.12	12
ENSG00000198765.12	32
ENSG00000198768.11	4
ENSG00000198785.7	9
ENSG00000198787.5	1
ENSG00000198788.9	49
ENSG00000198795.11	9
ENSG00000198797.7	8
ENSG00000198798.6	5
ENSG00000198812.5	1
ENSG00000198821.11	8
ENSG00000198822.11	6
ENSG00000198835.4	2
ENSG00000198842.10	6
ENSG00000198844.12	16
ENSG00000198851.10	9
ENSG00000198854.5	1
ENSG00000198857.3	3
ENSG00000198883.12	4
ENSG00000198885.10	3
ENSG00000198889.5	2
ENSG00000198890.9	3
ENSG00000198914.5	4
ENSG00000198929.13	11
ENSG00000198939.8	5
ENSG00000198963.11	10
ENSG00000198965.5	2
ENSG00000198967.5	2
ENSG00000198976.1	1
ENSG00000198984.1	1
ENSG00000199001.1	1
ENSG00000199012.2	1
ENSG00000199015.4	1
ENSG00000199017.2	1
ENSG00000199020.3	1
ENSG00000199025.4	1
ENSG00000199030.2	1
ENSG00000199031.1	1
ENSG00000199036.1	1
ENSG00000199038.1	1
ENSG00000199059.3	1
ENSG00000199080.1	1
ENSG00000199085.3	1
ENSG00000199092.4	1
ENSG00000199095.1	1
ENSG00000199104.2	1
ENSG00000199107.3	1
ENSG00000199127.1	1
ENSG00000199132.1	1
ENSG00000199143.1	1
ENSG00000199153.1	1
ENSG00000199156.1	1
ENSG00000199157.2	1
ENSG00000199158.1	1
ENSG00000199172.3	1
ENSG00000199196.1	1
ENSG00000199197.1	1
ENSG00000199203.1	1
ENSG00000199204.1	1
ENSG00000199212.1	1
ENSG00000199218.1	1
ENSG00000199219.1	1
ENSG00000199220.1	1
ENSG00000199223.1	1
ENSG00000199224.1	1
ENSG00000199231.1	1
ENSG00000199241.1	1
ENSG00000199245.1	1
ENSG00000199246.1	1
ENSG00000199251.1	1
ENSG00000199263.1	1
ENSG00000199270.1	1
ENSG00000199272.1	1
ENSG00000199276.1	1
ENSG00000199282.1	1
ENSG00000199283.1	1
ENSG00000199285.1	1
ENSG00000199286.1	1
ENSG00000199290.1	1
ENSG00000199295.1	1
ENSG00000199299.1	1
ENSG00000199303.1	1
ENSG00000199308.1	1
ENSG00000199315.1	1
ENSG00000199318.1	1
ENSG00000199325.1	1
ENSG00000199334.1	1
ENSG00000199337.1	1
ENSG00000199347.1	1
ENSG00000199349.1	1
ENSG00000199350.1	1
ENSG00000199352.1	1
ENSG00000199360.1	1
ENSG00000199361.1	1
ENSG00000199364.1	1
ENSG00000199370.2	1
ENSG00000199378.1	1
ENSG00000199385.1	1
ENSG00000199392.1	1
ENSG00000199395.1	1
ENSG00000199396.1	1
ENSG00000199398.1	1
ENSG00000199402.1	1
ENSG00000199410.1	1
ENSG00000199422.1	1
ENSG00000199424.1	1
ENSG00000199426.1	1
ENSG00000199442.1	1
ENSG00000199444.1	1
ENSG00000199446.1	1
ENSG00000199448.1	1
ENSG00000199450.1	1
ENSG00000199454.1	1
ENSG00000199455.1	1
ENSG00000199458.1	1
ENSG00000199461.1	1
ENSG00000199468.1	1
ENSG00000199469.1	1
ENSG00000199470.1	1
ENSG00000199474.1	1
ENSG00000199475.1	1
ENSG00000199480.1	1
ENSG00000199483.1	1
ENSG00000199487.1	1
ENSG00000199492.1	1
ENSG00000199514.1	1
ENSG00000199515.1	1
ENSG00000199520.1	1
ENSG00000199556.1	1
ENSG00000199564.1	1
ENSG00000199566.1	1
ENSG00000199572.1	1
ENSG00000199584.1	1
ENSG00000199585.1	1
ENSG00000199595.1	1
ENSG00000199620.1	1
ENSG00000199622.1	1
ENSG00000199629.1	1
ENSG00000199633.1	1
ENSG00000199635.1	1
ENSG00000199640.1	1
ENSG00000199652.2	1
ENSG00000199666.2	1
ENSG00000199677.1	1
ENSG00000199683.1	1
ENSG00000199687.1	1
ENSG00000199698.1	1
ENSG00000199701.1	1
ENSG00000199702.1	1
ENSG00000199705.1	1
ENSG00000199709.1	1
ENSG00000199710.1	1
ENSG00000199713.1	1
ENSG00000199715.1	1
ENSG00000199728.1	1
ENSG00000199735.1	1
ENSG00000199740.1	1
ENSG00000199764.1	1
ENSG00000199765.1	1
ENSG00000199767.1	1
ENSG00000199771.1	1
ENSG00000199773.1	1
ENSG00000199780.1	1
ENSG00000199783.1	1
ENSG00000199786.1	1
ENSG00000199801.1	1
ENSG00000199809.1	1
ENSG00000199812.1	1
ENSG00000199831.1	1
ENSG00000199836.1	1
ENSG00000199840.1	1
ENSG00000199843.1	1
ENSG00000199845.1	1
ENSG00000199849.1	1
ENSG00000199857.1	1
ENSG00000199859.1	1
ENSG00000199862.1	1
ENSG00000199878.1	1
ENSG00000199880.1	1
ENSG00000199884.1	1
ENSG00000199885.1	1
ENSG00000199892.2	1
ENSG00000199894.1	1
ENSG00000199903.1	1
ENSG00000199905.1	1
ENSG00000199910.1	1
ENSG00000199911.1	1
ENSG00000199912.1	1
ENSG00000199921.1	1
ENSG00000199924.1	1
ENSG00000199927.2	1
ENSG00000199932.1	1
ENSG00000199934.1	1
ENSG00000199936.1	1
ENSG00000199940.1	1
ENSG00000199949.2	1
ENSG00000199953.1	1
ENSG00000199959.1	1
ENSG00000199964.1	1
ENSG00000199971.1	1
ENSG00000199985.1	1
ENSG00000199990.1	1
ENSG00000200011.1	1
ENSG00000200021.1	1
ENSG00000200024.1	1
ENSG00000200026.1	1
ENSG00000200028.1	1
ENSG00000200029.1	1
ENSG00000200033.1	1
ENSG00000200034.1	1
ENSG00000200036.1	1
ENSG00000200040.1	1
ENSG00000200041.1	1
ENSG00000200048.1	1
ENSG00000200049.1	1
ENSG00000200052.1	1
ENSG00000200057.1	1
ENSG00000200062.1	1
ENSG00000200072.1	1
ENSG00000200079.1	1
ENSG00000200085.1	1
ENSG00000200101.1	1
ENSG00000200102.1	1
ENSG00000200107.1	1
ENSG00000200108.1	1
ENSG00000200112.1	1
ENSG00000200131.1	1
ENSG00000200132.1	1
ENSG00000200139.1	1
ENSG00000200146.1	1
ENSG00000200151.1	1
ENSG00000200153.1	1
ENSG00000200156.1	1
ENSG00000200161.1	1
ENSG00000200162.1	1
ENSG00000200168.1	1
ENSG00000200171.1	1
ENSG00000200174.1	1
ENSG00000200189.1	1
ENSG00000200191.1	1
ENSG00000200197.1	1
ENSG00000200198.1	1
ENSG00000200201.1	1
ENSG00000200206.1	1
ENSG00000200208.1	1
ENSG00000200216.2	1
ENSG00000200217.1	1
ENSG00000200218.1	1
ENSG00000200225.1	1
ENSG00000200231.1	1
ENSG00000200238.1	1
ENSG00000200243.1	1
ENSG00000200248.1	1
ENSG00000200253.1	1
ENSG00000200262.1	1
ENSG00000200267.1	1
ENSG00000200269.1	1
ENSG00000200275.1	1
ENSG00000200281.1	1
ENSG00000200283.1	1
ENSG00000200287.1	1
ENSG00000200288.1	1
ENSG00000200291.1	1
ENSG00000200298.1	1
ENSG00000200305.1	1
ENSG00000200310.1	1
ENSG00000200313.1	1
ENSG00000200318.2	1
ENSG00000200325.1	1
ENSG00000200326.1	1
ENSG00000200327.1	1
ENSG00000200331.1	1
ENSG00000200334.1	1
ENSG00000200336.1	1
ENSG00000200338.1	1
ENSG00000200340.1	1
ENSG00000200343.1	1
ENSG00000200369.1	1
ENSG00000200370.1	1
ENSG00000200379.1	1
ENSG00000200381.1	1
ENSG00000200390.1	1
ENSG00000200393.1	1
ENSG00000200421.1	1
ENSG00000200422.1	1
ENSG00000200427.1	1
ENSG00000200432.1	1
ENSG00000200434.1	1
ENSG00000200436.1	1
ENSG00000200443.1	1
ENSG00000200444.1	1
ENSG00000200448.1	1
ENSG00000200456.1	1
ENSG00000200468.1	1
ENSG00000200469.1	1
ENSG00000200471.1	1
ENSG00000200472.1	1
ENSG00000200473.1	1
ENSG00000200483.1	1
ENSG00000200484.1	1
ENSG00000200487.1	1
ENSG00000200488.1	1
ENSG00000200492.2	1
ENSG00000200494.1	1
ENSG00000200496.1	1
ENSG00000200521.1	1
ENSG00000200536.1	1
ENSG00000200538.2	1
ENSG00000200545.2	1
ENSG00000200547.1	1
ENSG00000200553.1	1
ENSG00000200555.1	1
ENSG00000200566.1	1
ENSG00000200570.1	1
ENSG00000200572.1	1
ENSG00000200587.1	1
ENSG00000200600.1	1
ENSG00000200601.1	1
ENSG00000200610.1	1
ENSG00000200613.1	1
ENSG00000200615.1	1
ENSG00000200616.1	1
ENSG00000200622.1	1
ENSG00000200624.1	1
ENSG00000200626.1	1
ENSG00000200635.1	1
ENSG00000200637.1	1
ENSG00000200645.1	1
ENSG00000200653.1	1
ENSG00000200664.1	1
ENSG00000200673.1	1
ENSG00000200674.1	1
ENSG00000200681.1	1
ENSG00000200702.1	1
ENSG00000200703.1	1
ENSG00000200713.1	1
ENSG00000200714.1	1
ENSG00000200720.1	1
ENSG00000200728.1	1
ENSG00000200733.1	1
ENSG00000200738.1	1
ENSG00000200741.1	1
ENSG00000200752.1	1
ENSG00000200753.1	1
ENSG00000200756.1	1
ENSG00000200761.1	1
ENSG00000200764.1	1
ENSG00000200774.1	1
ENSG00000200786.1	1
ENSG00000200789.1	1
ENSG00000200794.1	1
ENSG00000200795.1	1
ENSG00000200796.1	1
ENSG00000200799.1	1
ENSG00000200800.1	1
ENSG00000200806.1	1
ENSG00000200807.1	1
ENSG00000200815.1	1
ENSG00000200817.1	1
ENSG00000200818.1	1
ENSG00000200822.1	1
ENSG00000200827.1	1
ENSG00000200829.1	1
ENSG00000200847.1	1
ENSG00000200849.1	1
ENSG00000200852.1	1
ENSG00000200857.1	1
ENSG00000200867.1	1
ENSG00000200869.1	1
ENSG00000200872.1	1
ENSG00000200875.1	1
ENSG00000200877.1	1
ENSG00000200885.1	1
ENSG00000200887.1	1
ENSG00000200889.1	1
ENSG00000200890.1	1
ENSG00000200891.1	1
ENSG00000200898.1	1
